,alert_key,cust_id,risk_rank,occupation_code,total_asset,AGE,probability
475,355793,7042969fb54f2f114792ee68d824ad0500464c12f4e5784eec6d696c3af7a05c,1,11.0,167327.0,5,0.566271479
476,355794,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1,10.0,409561.0,4,0.864891098
477,355795,279922d10aeb65f598b19a339619f9dfa126e39a0a93f35901886f0ecd325b52,1,19.0,5112.0,3,0.181502367
478,355800,5c8203758d604e065e40f5192d41077acdb92b1121bd5358436411be10072351,3,12.0,848586.0,2,0.544469143
479,355801,3b2d46248f7275197706cec8b10b82ffdcf48b71aa3ae09f070a8fd5c3511d56,1,12.0,105601.0,3,0.085911182
480,355806,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1,2.0,444392.0,3,0.237092392
481,355808,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1,15.0,242106.0,4,0.017548831
482,355810,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,114439.0,2,0.302959818
483,355812,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1,17.0,12207.0,2,0.689021873
484,355813,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3,19.0,29734.0,2,0.220584623
485,355814,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1,17.0,259985.0,4,0.349397526
486,355815,6d42c3c761c1fba606691104771b9555b2aa7a7e055e44180a7296a0aecd5858,1,12.0,32412.0,4,0.293395692
487,355816,e800fc4f08c9f93d5e39a7ace085d11f1d7b6623200bf89b5104f19c226e18b2,1,9.0,7098959.0,1,0.015087444
488,355822,fdde5a68041ab648d05b08964fb82cde74fc3db1cfc6154bb407f27212f65028,1,17.0,7638.0,3,0.144135841
489,355827,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1,18.0,272935.0,2,0.439880884
490,355884,06ab5d36e2e84520fa64b74c5733ec46a665bf4b79ac82335557e11b79bca158,2,17.0,90882.0,4,0.727955882
491,355895,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1,17.0,565453.0,4,0.881172439
492,355899,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,309683.0,2,0.619112691
493,355900,362459138b8a8de4b47c910c62fc84dce8c02a34505d5555711dfdfe92dffff9,3,11.0,1551361.0,2,0.572813537
494,355901,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3,17.0,84272.0,3,0.631238832
495,355905,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1,18.0,15620.0,2,0.923336366
496,355909,6f0139488fc0b1cd086797f241511bf6f2e5152b590590c02d30e8dad2640006,1,4.0,1749007.0,3,0.134009672
497,355911,5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,1,19.0,0.0,2,0.644636875
498,355915,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1,12.0,904.0,2,0.65246671
499,355916,5488599421ca0ce2f069e871bfe4e5269f02c69708a4743d19842a1d840960b4,1,4.0,2338.0,2,0.326245129
500,355917,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,1758714.0,2,0.86157973
501,356014,d92fa484ac1e7e7ca46410107fed4975aee2fe96613bc4cb24637f29546bfd43,1,4.0,123077.0,2,0.545103133
502,356016,6892e5959907cc8209491076034f1e021a618123ecd3935bf7122ff5804f9214,1,19.0,156897.0,2,0.395810794
503,356017,fe79c9b8fdc891836b2d15cc8bb4a05346376572572214a05f3378ee16959d3a,1,9.0,102.0,2,0.096200267
504,356018,d94a32cd6746a73e9d2401264b58a067205754179d82faa9bba1a408be9588b5,3,18.0,194492.0,7,0.583686857
505,356033,8007d0769e00d34c3e54cc55c992b1b26ff0913bca717b5004a7ea93d345ffb5,1,19.0,205660.0,5,0.903307227
506,356034,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3,15.0,201906.0,5,0.38892345
507,356037,094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1,18.0,236358.0,5,0.251725042
508,356043,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3,17.0,173255.0,4,0.519182442
509,356044,8e948677515036b40199bf7a4f8d9efa3a6bed3da4f28241f7f2651d52085d6f,1,4.0,627.0,4,0.87884047
510,356045,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3,12.0,876408.0,3,0.045439998
511,356050,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1,9.0,902254.0,4,0.539183183
512,356052,f32fc245086dbdea7f8eacd4130c4e01ffbd294208ef3b4bcc2178cea9180593,1,4.0,2425916.0,5,0.73332369
513,356054,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1,9.0,5845.0,4,0.542464526
514,356055,7dc5256ef411c745dc3064da2f231c104ca270f564d3d0d057943f0cdd62ab70,1,9.0,332834.0,2,0.170933093
515,356057,b772b1b90d9570a5ea4b48994bd1c1cdb0aebc64d3edcf414595029b537a44c5,1,9.0,175.0,3,0.77145258
516,356058,3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20,1,17.0,2834.0,3,0.319962028
517,356065,b85d0a2e03dd24bee012fee7df3e88476b6ed3aadfde1a73618551723813d18a,1,17.0,20632.0,2,0.883528575
518,356068,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,296610.0,3,0.319732405
519,356070,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3,0.949099303
520,356075,0af64c22fc0dbfda0f374d185a7a6a9b3858ee46c8e2dd7f7ea0c0091b27de92,1,18.0,0.0,2,0.589584965
521,356119,2628754486103e393b284f8ccd898c18ba1e9ffd312e9742d4972c63868721c6,1,18.0,948.0,2,0.92599921
522,356120,cfa91937b0143456a364f03562535dfcaedb84a3dec8bcd62c593d1ad358b6e8,1,19.0,808100.0,7,0.667000752
523,356140,4adecc7c1afceb6dec7db87f7b07d81892b1938484b0b8dfbb53e2f06d1c8193,1,19.0,2766004.0,6,0.179852274
524,356156,a6d01e506564ae99d2ddaa260545d9dfcd124004af63d97781a608b5c0119d61,1,12.0,1895.0,4,0.420368544
525,356165,76e189b30d7798738fc335d50caf71f4944a65df06e4dc6c7c869af272fb127a,2,13.0,3372311.0,5,0.370203331
526,356173,8ef90e01d5d39c0ce27a6b7a42bb6b7dc13c9c84eabdd0e96abe6538a05f345d,1,19.0,1621287.0,5,0.63733619
527,356179,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3,19.0,1415448.0,3,0.714790621
528,356180,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1,17.0,168008.0,3,0.984618102
529,356182,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1,12.0,324044.0,3,0.882103349
530,356183,c62baab3b4829e0c15b13741548b58719a8c63b4b6a25b2213a688fe407cd91b,1,2.0,0.0,3,0.956146828
531,356186,ff15b20b2fb46fe8d371ee7256633ed95c1c5f6c50760694bf3f32e1385157bd,1,5.0,2563684.0,1,0.83167263
532,356187,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1,3.0,96316.0,3,0.790344487
533,356188,158f652568e23e7e4a8e1c7cbf8c8987d53f23049a1e076f0dc30a993e979382,1,13.0,1666968.0,3,0.554052222
534,356189,fef9844c072dca4a611ca877becb3763580178b6cf3665d70619cbca56baac71,1,5.0,1836187.0,2,0.837480673
535,356195,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,162418.0,2,0.414534755
536,356214,bc2d8f0134895f6deaee4eb189e06d8a81a5c25443559f2528254e87100b57ea,1,9.0,529947.0,4,0.095822428
537,356216,a1b1bba7f1f3d8f251f43b0ba9991a8ffdc3ec3036bb56a8301ba0748120b14c,1,19.0,378823.0,6,0.11465744
538,356220,8a568d5d3a06a82d71b690a62bde4dfd440bdbc1ad462020d4173a85843d307b,1,3.0,2479385.0,4,0.505459117
539,356221,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3,14.0,1441976.0,4,0.701714905
540,356225,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1,12.0,119727.0,3,0.955367724
541,356228,a3aac9909fe00ed8c8fcd67573d93baa6e1c8cbf2cbc7f55e648bf0037e2d5a6,1,12.0,0.0,2,0.009130347
542,356229,e50deb3f2f87bf45e04940303f80c96929c836b0b03f54f9681272186d9e466e,1,12.0,309830.0,4,0.664633159
543,356245,28f91ef379a328bfcb452b444e18de45158ad3ab11e06add665698883dec4a3e,1,19.0,0.0,3,0.032120076
544,356246,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1,19.0,79871.0,3,0.149058394
545,356248,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3,17.0,554705.0,3,0.48440136
546,356249,119adb34030b4e1adcf179d5d9af2ac777e958710ace1267d2ca3cdaf70851e5,1,19.0,133207.0,2,0.60113568
547,356288,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,83133.0,3,0.696282329
548,356300,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1,17.0,565453.0,4,0.232706272
549,356303,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,309683.0,2,0.193469366
550,356304,362459138b8a8de4b47c910c62fc84dce8c02a34505d5555711dfdfe92dffff9,3,11.0,1551361.0,2,0.820971628
551,356305,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3,17.0,84272.0,3,0.455341617
552,356306,75945c8b1b7af88340ffe4169b39341dfded2c07248d36e91b3e2a0852c7bab7,1,12.0,5691.0,2,0.027773152
553,356307,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1,18.0,15620.0,2,0.543712008
554,356311,6f0139488fc0b1cd086797f241511bf6f2e5152b590590c02d30e8dad2640006,1,4.0,1749007.0,3,0.356824696
555,356313,5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,1,19.0,0.0,2,0.661189668
556,356314,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1,12.0,904.0,2,0.315446019
557,356315,5488599421ca0ce2f069e871bfe4e5269f02c69708a4743d19842a1d840960b4,1,4.0,2338.0,2,0.67413507
558,356316,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,1758714.0,2,0.11899147
559,356369,5b833abe374782cf4a49db8e89918161c6f9c4e4ec7618752aeb592211dec4e1,1,19.0,1882869.0,8,0.901353681
560,356372,2ba44214b6bec976dd9dab708cdc8b10103e15fd20e6d93c311305aeb4261860,1,13.0,2426554.0,6,0.47412201
561,356384,0fcc513f22fc7829532fced50ff08e36c3f25aa1afc0a69c8bece2c29b2d31a0,1,19.0,0.0,4,0.331573567
562,356386,0f51b97e9a21da3b8a58013f10e391f364d76455b455c360b797c74f8fc7ca4e,1,19.0,1593144.0,5,0.844707278
563,356387,1ce1c66d64dd1ca22bf0770832213f81ba0a531ba63f3f2195233a3a26f79887,1,17.0,1287860.0,5,0.89962669
564,356388,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1,12.0,1562632.0,5,0.966648899
565,356390,e690c8f545ee695265b54152b397660ca84013e38008377365c4fa5cbd16d53d,1,15.0,41105.0,5,0.765642697
566,356395,b8fc9846371ad638f98ad35d4348d9d8d8e93cedbc4a786dbd0820b85fd73b4a,1,4.0,0.0,5,0.081189411
567,356399,24af5887ebccd3c048b954fb3fbbb6136171f2719e9cf5b175d34edc2e0f53f1,1,13.0,3516.0,4,0.609352743
568,356403,156cb4d0cd76c1de569fbc81fd36c3fc8a3de4c0ab2a2d8838f56dc88c628a0b,1,12.0,2829897.0,6,0.506752054
569,356405,1e15d5cea5f386783ef3e29143d7639f431ac48f499988e1a44f21cbb55307f7,1,14.0,0.0,6,0.535792884
570,356407,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3,18.0,811935.0,4,0.241520037
571,356408,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,461707.0,3,0.72385065
572,356409,7042969fb54f2f114792ee68d824ad0500464c12f4e5784eec6d696c3af7a05c,1,11.0,167327.0,5,0.45525535
573,356410,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,357.0,3,0.11681517
574,356411,279922d10aeb65f598b19a339619f9dfa126e39a0a93f35901886f0ecd325b52,1,19.0,5112.0,3,0.62395158
575,356413,3b2d46248f7275197706cec8b10b82ffdcf48b71aa3ae09f070a8fd5c3511d56,1,12.0,105601.0,3,0.994162375
576,356418,112694ce0f5742d4f3831ecc99f877624ca17c65f04d2c137d475a9ee5b936ac,3,12.0,1940568.0,4,0.075090529
577,356420,7a6d5c0036a31ca2293c347e62b66458e35e55164444a1bd535a5c1c6842b8a9,1,19.0,2479715.0,7,0.72471908
578,356421,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3,19.0,29734.0,2,0.873071812
579,356422,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1,17.0,259985.0,4,0.66218321
580,356424,6d42c3c761c1fba606691104771b9555b2aa7a7e055e44180a7296a0aecd5858,1,12.0,32412.0,4,0.298157244
581,356426,ffe5f2bd86ecfd7d0a0f4c4b76dd5c312649be95eb8b42dd8089cffc788b4a9e,3,19.0,21647.0,4,0.849775263
582,356429,fdde5a68041ab648d05b08964fb82cde74fc3db1cfc6154bb407f27212f65028,1,17.0,7638.0,3,0.44238358
583,356484,eefec615a3e727b647acb6ea3d6a7944575076ef8a8550a1518b03144e526e5b,3,12.0,373119.0,5,0.257946156
584,356565,82595ac69158ae08d34156784bdec0d9e2ca5b242b6d2a8542c040b98feb8bd1,1,19.0,1465816.0,7,0.91407994
585,356569,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1,2.0,98177.0,2,0.898677353
586,356588,9a25d6ff1a4274bf884a556fcd8491fd0a9035c33f13b6a1b8bdaef5c2e29087,1,12.0,1387.0,4,0.103886546
587,356589,094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1,18.0,236358.0,5,0.348769784
588,356594,5dbfbc6b57567e2c945b0cb92c4e14be4211415f8e1d64527298a960c3fbe318,1,19.0,850.0,4,0.811261437
589,356599,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3,12.0,2422.0,4,0.562654913
590,356600,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3,17.0,173255.0,4,0.852281143
591,356601,c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,3,19.0,417504.0,4,0.19594839
592,356602,0388c9d9ef39aad168e450e671382cfa405d61efd39517e709a325c0998f2def,1,19.0,14128.0,3,0.815458944
593,356605,7483b851dd4e695fdb92636883fb92c483cff2a9a308f0ca54de2c691478690c,1,17.0,2167896.0,4,0.403064546
594,356606,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,227418.0,2,0.86162799
595,356608,0174dff6a8a2038f9966d61d8450e19e3bd751e4051c2ace42799d171742acc1,1,19.0,493333.0,4,0.342023049
596,356610,a3f3ab8ef1dc14645641197c93c50af693039cc6f2b879ae5c37b2d3b8dbd8dc,3,15.0,1004090.0,4,0.992752141
597,356611,3c2ceee064c5f6fa43ae6f7c9b2ffc6aef867110e3a51a60ef27d8b2f0119607,1,17.0,3490977.0,3,0.204953223
598,356612,7dc5256ef411c745dc3064da2f231c104ca270f564d3d0d057943f0cdd62ab70,1,9.0,332834.0,2,0.099805337
599,356614,6fee9aadb7a56cffe45f461539a3a837f7c9aa281c1d14eb27ace6ec15e5604e,1,15.0,536609.0,4,0.752661106
600,356617,c90197eb61812d8b41228fa0d602f9d5062b10f4c18feca4e32d28dd6e16d4b5,1,15.0,246664.0,3,0.796284458
601,356624,b79f0a69402e30519f4601f10bdfbc9ed9afecad838ec6853e61c9dc32a7f9fa,1,13.0,161751.0,2,0.140006026
602,356628,6403087d06fb24e90c00e6352f9611b545c69ef3428ef3b9a335eb60f7998fe7,1,13.0,3032.0,2,0.553316153
603,356629,9b46e90b9bf951b14c68702c5a3fff2fe28fbc061fc6e5e881c95ba35410e673,1,12.0,272814.0,2,0.245811157
604,356630,47a8c256c1df3f3560a69d3b91225cb78a52faf554854f63c79759d5f5cb27bb,1,19.0,244739.0,5,0.349372795
605,356632,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,296610.0,3,0.185210398
606,356634,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3,0.73509484
607,356637,55329677084d315696c0da68a247af5e698c01898da7519de69a5b9ba333c66f,1,5.0,11875.0,3,0.648211442
608,356638,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1,18.0,506366.0,3,0.021088739
609,356639,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1,9.0,367478.0,3,0.657830003
610,356642,0af64c22fc0dbfda0f374d185a7a6a9b3858ee46c8e2dd7f7ea0c0091b27de92,1,18.0,0.0,2,0.987461837
611,356644,36f3436be0c1ec9b70703028c602781eb7e27060f85a5ce18849c7ae03878fe3,3,5.0,0.0,2,0.630827149
612,356734,a6d01e506564ae99d2ddaa260545d9dfcd124004af63d97781a608b5c0119d61,1,12.0,1895.0,4,0.607296035
613,356736,af47d2ecfecf5ebf8803baac3bb2cfcd0b93c4cb32c813c25804baacbbc0a19d,1,17.0,53452.0,4,0.468768487
614,356742,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3,15.0,226357.0,5,0.135351639
615,356745,4a0e2c29914ff14f5c806eda3c6b5d51c4af6c9924e9ddab61d203ce87ba05e0,1,12.0,2531816.0,6,0.414567475
616,356746,735cac8706572ba1288e296e763ddc0e06d873c8dab9226fdf9aad64419f427c,3,9.0,7712369.0,5,0.725735613
617,356749,3f96a5b349ebc2283085796d4e1f12d263a20dc545bc563d9c1a8323d9c45427,1,3.0,45914.0,4,0.639826021
618,356752,a00489a4f2c660521553365207d7e39c87ae2a0e8130e13b0cc7630b058edecb,1,9.0,2656630.0,4,0.386812612
619,356753,1239561615fbb5be676833500e63047aac5ea4a5f7eceb04132bfe324f823e52,1,4.0,246.0,2,0.963174659
620,356756,9e69ce9ccd13ab3ce7ac24c4b4e8a8f4e722de73b0e70be4f850a6d78cc2b261,1,9.0,2218347.0,5,0.903058248
621,356757,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3,18.0,1770992.0,3,0.791925575
622,356763,84df4a8dc3eda08f815bd8e5613d769a291c9af828d15a9d7dd56351fe75382a,1,9.0,0.0,2,0.271331847
623,356765,ac8a804f8a4be16875f59b941a5cca38a6a92313538c82898fab347db054e286,1,17.0,7658.0,4,0.227970742
624,356771,7a89ebf85bcd41bd52c3f0bae53cf7a2fa6464f8bce6b954bb267e9ec99c517a,1,17.0,297.0,2,0.958837992
625,356773,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3,19.0,1415448.0,3,0.37558408
626,356774,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1,17.0,168008.0,3,0.720568671
627,356776,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3,1.0,2169802.0,2,0.831523816
628,356777,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1,12.0,324044.0,3,0.948703495
629,356779,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1,17.0,993823.0,4,0.734545334
630,356781,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1,18.0,718481.0,3,0.325908347
631,356783,abac4d752a3cd829674753654db1cc92040356988ef0e80776c44421cb0f79ea,1,9.0,581418.0,3,0.632398018
632,356784,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3,12.0,2285386.0,3,0.053155681
633,356787,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1,3.0,96316.0,3,0.175386037
634,356789,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3,12.0,532893.0,3,0.092030821
635,356790,158f652568e23e7e4a8e1c7cbf8c8987d53f23049a1e076f0dc30a993e979382,1,13.0,1666968.0,3,0.020426108
636,356792,e21cf7d87b2ed8a622fc4dc8f155bb8ee9efaaafae9181fa30bcff63c4c24840,3,15.0,16.0,3,0.522116829
637,356795,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,162418.0,2,0.018922416
638,356859,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,83133.0,3,0.194268601
639,356884,cfa91937b0143456a364f03562535dfcaedb84a3dec8bcd62c593d1ad358b6e8,1,19.0,808100.0,7,0.264434507
640,356890,f22e925ea421ac8ef44b16b7e382486f8971be529b6fbae9facf567f6f831c19,1,19.0,113415.0,7,0.877507236
641,356911,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3,19.0,390912.0,4,0.876936363
642,356918,b1a82f6fed0e32b7e83be8fabc6381d84f8799c2c6f7e1b66ee029cad842cfbf,3,17.0,172554.0,5,0.27543979
643,356924,34f120093b15374a4532a19d773c36249e624089a95b5f3637b94cbcf3df3abe,1,19.0,406.0,5,0.5693565
644,356932,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3,14.0,1441976.0,4,0.85797662
645,356941,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3,12.0,918230.0,2,0.708211539
646,356944,462ac2db5db074267cc8bd9e1861c95e57e3f30cb877aa6184eb7cf3798366e6,1,17.0,2737735.0,4,0.747982122
647,356949,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1,19.0,79871.0,3,0.128217113
648,356950,41d508769bd05255070e008c69274608f8d2db08330c8833cd874e8eb3cb5ae1,1,3.0,106956.0,3,0.515697428
649,356951,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1,18.0,341725.0,3,0.044899225
650,356953,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3,17.0,554705.0,3,0.953731985
651,356957,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,309683.0,2,0.709175276
652,356959,c957430573add3bfb0d23ad401aafc30f6b1f195ceae5fd8a8e793cda373b641,1,19.0,18400.0,3,0.950630108
653,356960,82e70b27b354e4ac0b2b15ec23e4d25d7e336749aaf80c1e2b9126827ed002d8,1,17.0,2335832.0,4,0.95730778
654,356962,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1,18.0,15620.0,2,0.684315483
655,356966,f5f3b14c8676b2766e27c35533ee866a229341ce7fdd3017a5886d1a621885b3,2,17.0,3495.0,3,0.139081311
656,356968,1895a129cc8064c1c9ec67148b3f41e254fa046dc18f773a6830fd2489735711,1,9.0,41606.0,4,0.225156093
657,356969,5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,1,19.0,0.0,2,0.431384354
658,357058,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1,2.0,117776.0,5,0.928429864
659,357064,0e8f6be966d1327bd94d4bf58a54633f75dfba95f4e13770244d9983f2d95e3f,1,12.0,1820816.0,5,0.089329079
660,357066,54c04f1809054b1558b09dea4679810db1224205e3efb0fa11bf38b6381a9c9f,3,16.0,110515.0,5,0.528773545
661,357067,1ce1c66d64dd1ca22bf0770832213f81ba0a531ba63f3f2195233a3a26f79887,1,17.0,1287860.0,5,0.74889652
662,357068,bebf0ae5e43b057bb0aeb0490ee34806cfc7d6a7eda5da249b96a245eaaa9571,1,19.0,4491108.0,6,0.929867484
663,357069,e690c8f545ee695265b54152b397660ca84013e38008377365c4fa5cbd16d53d,1,15.0,41105.0,5,0.040298591
664,357077,17c9f372189f9453de74e4f3813f673bcaec829e9d5a20ac837f4eb547ea870d,3,17.0,399989.0,4,0.909995613
665,357079,f9e6abcf49cbf51dbd31e53575008b17a4b21df45bc6250ff1fe7bb740d13e65,1,13.0,36393.0,6,0.553598093
666,357081,4514d58748a396282c28b1740efb151c01c34ad9c511732f5ff7b649c831c715,2,12.0,1166.0,4,0.196067725
667,357084,1e15d5cea5f386783ef3e29143d7639f431ac48f499988e1a44f21cbb55307f7,1,14.0,0.0,6,0.708987526
668,357086,5918d3e46d61cadf128daa51e9dfd2843e02e78b94eb7167ff682cb9224ce4db,1,9.0,2912824.0,6,0.279245549
669,357089,40fa92acb89d1ebb319f0f200d31a5fcbdfcbd8ad432d732a880545a69f2c5e8,3,17.0,2112.0,2,0.248285246
670,357090,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,461707.0,3,0.305547741
671,357091,7042969fb54f2f114792ee68d824ad0500464c12f4e5784eec6d696c3af7a05c,1,11.0,167327.0,5,0.762418563
672,357092,f66f03cbe8446c958fc28bdc1276fedf78efc74febdd29bc8f8916fffce3974b,1,9.0,2033003.0,4,0.657651754
673,357093,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,357.0,3,0.785739015
674,357094,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1,10.0,409561.0,4,0.759007228
675,357095,279922d10aeb65f598b19a339619f9dfa126e39a0a93f35901886f0ecd325b52,1,19.0,5112.0,3,0.612761694
676,357098,b6f594909afde36b182e825a982b1c3095c2ea2e3d3c3f2e5d44a514a0c3df91,1,9.0,2905.0,4,0.806730978
677,357100,5c8203758d604e065e40f5192d41077acdb92b1121bd5358436411be10072351,3,12.0,848586.0,2,0.393791281
678,357101,3b2d46248f7275197706cec8b10b82ffdcf48b71aa3ae09f070a8fd5c3511d56,1,12.0,105601.0,3,0.961790873
679,357103,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1,2.0,444392.0,3,0.926163239
680,357106,7a0f52225c08808e07753ca0a975a08a22dce5dfbd6445223eed8c3a70ed84c3,3,12.0,73143.0,3,0.306984863
681,357107,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1,15.0,242106.0,4,0.239528992
682,357108,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,114439.0,2,0.00405172
